date,m1_fact,m1_need,m1_shift,m1_ruo,m1_vol,m1_MinRate,m1_MaxRate,m1_shift_mad,m1_ruo_mad,m1_Flag_EndOfPeriod,m2_Ключевая_ставка,m2_Спрос,m2_Размещение,m2_Ставка_отсечения,m2_Средневзвешенная_ставка,m2_Срок,m2_Cover_ratio,m2_Rate_spread,m2_Flag_Demand,m2_MAD_score_cover,m2_MAD_score_rate_spread,m3_volume_offer,m3_volume_demand,m3_volume_placement,m3_cover_ratio,m3_yield_avg,m3_yield_spread,m3_flag_nedospros,m3_flag_perespros,m3_mad_score_cover,m3_mad_score_yield,m3_mad_score_yield_spread,m4_year,m4_month,m4_day,m4_day_type_code,m4_n_events_html,m4_n_important,m4_tax_event_weight,m4_Акцизы,m4_Бух отчетность,m4_Валютный контроль,m4_Водный налог,m4_Декларирование спирт,m4_ЕНВД,m4_ЕНП,m4_ЕСХН,m4_Земельный налог,m4_Контролируемые сделки,m4_Косвенные налоги,m4_НДПИ,m4_НДС,m4_НДФЛ,m4_НПД,m4_Налог на доп доход,m4_Налог на игорный бизнес,m4_Налог на имущество орг,m4_Налог на имущество физ,m4_Налог на прибыль,m4_Налог на сверхприбыль,m4_Налоговый мониторинг,m4_Отчетность отходы,m4_Перс учет,m4_Плата НВОС,m4_Подтверждение ОКВЭД,m4_Прослеживаемость,m4_Регулярные платежи недра,m4_Сбор водные биоресурсы,m4_Среднесписочная,m4_Страхование НС и ПЗ,m4_Страховые взносы,m4_Торговый сбор,m4_Транспортный налог,m4_Туристический налог,m4_УСН,m4_Упрощ декларирование,m4_Экологический сбор,m5_liquidity_deficit,m5_liquidity_deficit_ex_corr,m5_corr_accounts,m5_required_reserves,m5_reserve_buffer,m5_treasury_pressure,m5_treasury_pressure_ma7,m5_MAD_score_treasury_pressure,m5_MAD_score_liquidity_deficit,m5_is_month_end,m5_flag_stress,Tax_Week_Flag,Seasonal_Factor_sin,Seasonal_Factor_cos,_raw_stress_teacher,_m4_tax_kick,LSI_teacher,LSI_hgb_abs,LSI_gbr_huber,LSI_xgb_pseudohuber,LSI_lgbm_huber,LSI_cat_huber,LSI_ensemble,LSI_dlinear_tsl,LSI_ensemble_tax_adj,LSI_lgbm_tuned,LSI_lgbm_tuned_tax_adj,LSI_lgbm_local,LSI_local_teacher,LSI_lgbm_local_short_90,LSI_lgbm_local_mid_180,LSI_lgbm_local_long_365,LSI_lgbm_local_multi,LSI_structural,LSI_lgbm_stable,LSI_event_contribution,LSI_lgbm_clean,zone_tuned_naive,zone_stable_hyst,LSI_zone
2021-06-02,3134.3,3032.0,102.30000000000018,4.8,58.9,4.6,4.95,0.4640522875665228,-1.5454545451943675,0.0,500.0,,,,,,,,0.0,0.0,0.0,60240.387,134166.71600000001,53447.76599999999,2.227188812714633,6.877034252469972,0.0,0.0,1.0,3.7049324263153633,0.6914616973633285,0.0,2021,6,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1990.0,-1350.2,3645.6,3005.8,639.7999999999997,13.899999999999864,-65.31428571428599,0.2671858671574884,0.6130704930869936,0.0,0.0,1,0.4878471454423119,-0.8729290708206411,0.4222280413936791,3.841726618705035,49.85333397173323,44.700439364363135,46.30869048490672,72.76835632324219,43.19155758336945,45.242138974392404,50.44223654605478,38.6319838484748,54.28396316475981,48.97001561081544,52.811742229520476,37.93173478501859,30.522088353413658,57.8586866889442,31.214307658671014,37.9317347850186,42.33490971087794,52.13252827087303,51.419788971209464,0.0,48.97001561081544,YELLOW,YELLOW,YELLOW
2021-06-03,3134.3,3032.0,102.30000000000018,4.74,84.0,4.5,4.85,0.4640522875665228,-1.55630252074684,0.0,500.0,,,,,,,,0.0,0.0,0.0,60240.387,134166.71600000001,53447.76599999999,2.227188812714633,6.877034252469972,0.0,0.0,1.0,3.69446584866481,0.6914616973633285,0.0,2021,6,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2002.6,-2520.0,2488.4,3005.8,-517.4000000000001,-1169.8,-205.414285714286,-17.737510096449935,0.6052980472811643,0.0,0.0,1,0.47275920928627757,-0.881191653407483,0.40863560831950313,3.841726618705035,54.78809113247923,47.335247582396605,48.53794210223025,72.76835632324219,46.40640238804886,47.6091176920132,52.53141321758621,41.39959800655529,56.373139836291244,50.11298220418527,53.95470882289031,38.83449184750401,35.7429718875502,54.964775869074074,32.54790871292623,38.83449184750401,42.11572547650144,52.06574055951643,51.33643724411182,0.0,50.11298220418527,YELLOW,YELLOW,YELLOW
2021-06-04,3134.3,3032.0,102.30000000000018,4.75,56.5,4.25,4.95,0.4640522875665228,-1.5566666664072222,0.0,500.0,,,,,,,,0.0,0.0,0.0,60240.387,134166.71600000001,53447.76599999999,2.227188812714633,6.877034252469972,0.0,0.0,1.0,3.69446584866481,0.6914616973633285,0.0,2021,6,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2096.7,-2602.3,2500.2,3005.8,-505.60000000000036,-82.30000000000018,-223.914285714286,-1.1957226512206054,0.5439821666487886,0.0,0.0,1,0.4575313760742512,-0.8891934772070711,0.39431048424957515,3.841726618705035,58.671937652906,49.99949748523659,50.652318747404806,72.76835632324219,49.47090021915722,49.99888643959369,54.57799184292689,46.09378148022338,58.41971846163193,51.243254546622836,55.084981165327875,39.37431145235588,40.562248995983936,51.79858443943442,33.967537369045175,39.37431145235588,41.713477753611826,52.03881586470475,51.37447414188021,0.0,51.243254546622836,YELLOW,YELLOW,YELLOW
2021-06-05,,,,,,,,,,,,,,,,,,,,,,60240.387,134166.71600000001,53447.76599999999,2.227188812714633,6.877034252469972,0.0,0.0,1.0,3.69446584866481,0.6999812232282299,0.0,2021,6,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.44216815196707204,-0.8969321743510065,0.37760151301166756,3.841726618705035,,,,,,,,,,,,,,,,,,52.03881586470475,51.37447414188021,0.0,,GREEN,YELLOW,YELLOW
2021-06-06,,,,,,,,,,,,,,,,,,,,,,60240.387,134166.71600000001,53447.76599999999,2.227188812714633,6.877034252469972,0.0,0.0,1.0,3.69446584866481,0.7087133068293257,0.0,2021,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.42667408318992467,-0.9044054548343001,0.3703383209916771,3.841726618705035,,,,,,,,,,,,,,,,,,52.03881586470475,51.37447414188021,0.0,,GREEN,YELLOW,YELLOW
2021-06-07,3134.3,3032.0,102.30000000000018,4.38,140.35,4.05,4.75,0.4640522875665228,-1.6173044922433768,0.0,500.0,,,,,,,,0.0,0.0,0.0,60240.387,134166.71600000001,53447.76599999999,2.227188812714633,6.877034252469972,0.0,0.0,1.0,3.69446584866481,0.7087133068293257,0.0,2021,6,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2036.0,-2581.1,2460.7,3005.8,-545.1000000000004,21.200000000000273,-172.07142857142884,0.3748013894054468,0.5851093546591767,0.0,0.0,0,0.4110537546870351,-0.9116111071930239,0.37234240749307523,0.0,59.812148172477244,52.5455076039279,52.664323280246435,72.76835632324219,53.261710623035945,52.471052708561636,56.74219010780282,51.67349457112598,56.74219010780282,52.31080713025126,52.31080713025126,39.727339379644555,43.95161290322581,48.01948252402244,35.550006931114076,41.065783048145626,41.54509083442738,52.04803529493672,51.53679658669693,0.0,52.31080713025126,YELLOW,YELLOW,YELLOW
2021-06-08,3134.3,3032.0,102.30000000000018,4.73,75.4,4.5,6.5,0.4640522875665228,-1.5570247931310701,0.0,500.0,,,,,,,,0.0,0.0,0.0,60240.387,134166.71600000001,53447.76599999999,2.227188812714633,6.877034252469972,0.0,0.0,1.0,3.69446584866481,0.7087133068293257,0.0,2021,6,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2090.3,-2680.2,2415.8,3005.8,-590.0,-99.09999999999991,-192.88571428571453,-1.4449594757638642,0.5492919632680935,0.0,0.0,0,0.3953117887649151,-0.9185469991587165,0.37088120800070107,0.0,59.01048897244874,54.971936029723814,54.177485778309105,72.76835632324219,55.61487670241786,54.51425436253898,58.409381839246386,56.55271140985735,58.409381839246386,52.127512075901834,52.127512075901834,39.85699819288926,41.365461847389554,54.024948284996945,36.720251281886945,42.49056479880301,44.41192145522896,52.050699785418665,51.63982749309105,0.0,52.127512075901834,YELLOW,YELLOW,YELLOW
2021-06-09,3134.3,3032.0,102.30000000000018,5.0,177.05,4.8,5.15,0.4640522875665228,-1.5115511548660805,1.0,500.0,,,,,,,,0.0,0.0,0.0,98033.728,186935.70793345,81850.22682740001,1.906850955759328,6.199848466827634,0.0,0.0,0.0,2.9491376214945095,-0.17597508296640355,0.0,2021,6,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2244.8,-4074.3,1176.3,3005.8,-1829.5000000000002,-1394.1000000000004,-388.1428571428574,-20.959706148115107,0.44473073738327024,0.0,0.0,0,0.37945284372454435,-0.925211078289358,0.3840761508740459,0.0,56.62375888345401,55.35293457116914,55.021929800737915,72.76835632324219,56.15778409698022,54.74349079646397,58.80889911771868,59.722296772886054,58.80889911771868,52.03393979365277,52.03393979365277,40.09431798592341,38.95582329317269,54.68210212486169,37.9929242054885,44.004647964387054,45.55989143157909,52.05014384054615,51.70995939574162,0.0,52.03393979365277,YELLOW,YELLOW,YELLOW
2021-06-10,3169.3,3038.5,130.80000000000018,5.04,124.25,4.85,5.25,1.3954248365556825,-1.5107438014031827,1.0,500.0,,,,,,,,0.0,0.0,0.0,98033.728,186935.70793345,81850.22682740001,1.906850955759328,6.199848466827634,0.0,0.0,0.0,2.926396827906331,-0.17597508296640355,0.0,2021,6,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2142.4,-9979.0,4176.5,3032.0,1144.5,-5904.7,-1230.7000000000003,-87.62366251674754,0.5134749483974681,0.0,0.0,0,0.36348161248290634,-0.9316013725767187,0.3628072538584648,0.0,53.55618162055295,55.04942041349968,54.93364100102142,72.76835632324219,55.5271587208548,54.47077571709426,58.54987043514247,60.36965379958933,58.54987043514247,51.867412071450715,51.867412071450715,40.020623871822046,34.93975903614458,54.0464420825903,39.416804119445565,45.01039143797073,46.157879213335534,52.044144433307544,51.74859299369713,0.0,51.867412071450715,YELLOW,YELLOW,YELLOW
2021-06-11,3169.3,3038.5,130.80000000000018,5.2,108.8,5.0,5.25,1.3954248365556825,-1.4900990096550997,1.0,500.0,,,,,,,,0.0,0.0,0.0,98033.728,186935.70793345,81850.22682740001,1.906850955759328,6.199848466827634,0.0,0.0,0.0,2.926396827906331,-0.17597508296640355,0.0,2021,6,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1877.4,-1033.2,3876.2,3032.0,844.1999999999998,8945.8,45.28571428571403,132.88321747460327,0.6916179298322178,0.0,1.0,0,0.3474028211842774,-0.9377159910299093,0.3724276247494041,0.0,51.43506375324824,54.77607876343876,54.4489289927349,72.76835632324219,55.10865896691198,54.21443649576158,58.26329190841788,58.83458277128111,58.26329190841788,51.71357860018094,51.71357860018094,40.382288740853355,32.1285140562249,54.175096098722165,41.031196693649576,46.185842597591,47.130711796654246,52.03339874036574,51.76422176384301,0.0,51.71357860018094,YELLOW,YELLOW,YELLOW
2021-06-12,,,,,,,,,,,,,,,,,,,,,,98033.728,186935.70793345,81850.22682740001,1.906850955759328,6.199848466827634,0.0,0.0,0.0,2.926396827906331,-0.18227933528905244,0.0,2021,6,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0.3312212278016865,-0.9435531242349544,0.31931851870221445,0.0,,,,,,,,,,,,,,,,,,52.03339874036574,51.76422176384301,0.0,,GREEN,YELLOW,YELLOW
2021-06-13,,,,,,,,,,,,,,,,,,,,,,98033.728,186935.70793345,81850.22682740001,1.906850955759328,6.199848466827634,0.0,0.0,0.0,2.926396827906331,-0.14008431459705284,0.0,2021,6,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0.31494162072895193,-0.9491110448902284,0.3292396128166674,0.0,,,,,,,,,,,,,,,,,,52.03339874036574,51.76422176384301,0.0,,GREEN,YELLOW,YELLOW
2021-06-14,,,,,,,,,,,500.0,,,,,,,,0.0,0.0,0.0,98033.728,186935.70793345,81850.22682740001,1.906850955759328,6.199848466827634,0.0,0.0,0.0,2.926396827906331,-0.07870332393395281,0.0,2021,6,14,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0.2985688173637202,-0.9543881083175908,0.3473899316248184,0.0,,,,,,,,,,,,,,,,,,52.03339874036574,51.76422176384301,0.0,,GREEN,YELLOW,YELLOW
2021-06-15,3169.3,3038.5,130.80000000000018,5.36,200.22,5.0,5.6,1.3954248365556825,-1.4718543043920773,0.0,550.0,,,,,,,,0.0,0.0,0.0,98033.728,186935.70793345,81850.22682740001,1.906850955759328,6.199848466827634,0.0,0.0,0.0,2.833629020048544,-0.07870332393395281,0.0,2021,6,15,1,5,5,3.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1722.7,-1038.4,3716.3,3032.0,684.3000000000002,-5.2000000000000455,211.65714285714253,-0.025242361939685966,0.7941428383761046,0.0,0.0,1,0.2821076626819194,-0.9593827529490743,0.4204719805178476,4.623853211009175,51.939202920061085,54.179142431151014,53.24709855888366,72.76835632324219,54.08630572552719,53.74987572946601,57.606155753654015,55.91770094912067,62.23000896466319,51.52450987666648,56.148363087675655,41.143640717799705,32.93172690763052,54.91743871424801,41.03349819972122,46.690296272602566,47.54707772885727,52.01587923399273,51.75869101571794,0.0,51.52450987666648,YELLOW,YELLOW,YELLOW
2021-06-16,3169.3,3038.5,130.80000000000018,5.36,179.95,5.0,5.5,1.3954248365556825,-1.4768976895252641,0.0,550.0,,,,,,,,0.0,0.0,0.0,30000.0,44870.084,24111.055,1.4956694666666668,7.3,0.0,0.0,0.0,1.8294944290213198,1.5381016710438384,0.0,2021,6,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1703.4,-1057.3,3678.1,3032.0,646.0999999999999,-18.899999999999864,220.7142857142854,-0.22718125745716525,0.8055042582346504,0.0,0.0,1,0.26556302780405594,-0.9640935007889755,0.4025210864484953,4.623853211009175,52.28891194257511,54.13934254594758,52.53315560792652,72.76835632324219,54.765216355089834,54.11503896170692,57.66422195878262,53.09083166700209,62.288075169791796,52.986244604264776,57.61009781527395,40.55872133496141,34.13654618473896,50.202278360239134,43.25697853436931,46.27355968415996,46.577605526256136,52.04890333398142,51.92451508649793,0.0,52.986244604264776,YELLOW,YELLOW,YELLOW
2021-06-17,3169.3,3038.5,130.80000000000018,5.35,149.55,5.05,5.55,1.3954248365556825,-1.4925864906931487,0.0,550.0,,,,,,,,0.0,0.0,0.0,30000.0,44870.084,24111.055,1.4956694666666668,7.3,0.0,0.0,0.0,1.8192662742502208,1.5381016710438384,0.0,2021,6,17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1676.9,-1212.1,3496.8,3032.0,464.8000000000002,-154.79999999999995,195.57142857142824,-2.202850361490576,0.8233627774733832,0.0,0.0,1,0.24893980855376657,-0.9685189578512204,0.4025584678126781,4.623853211009175,53.575885621556054,53.82790229796287,51.19848323177925,72.76835632324219,54.72011888379501,53.975192413108516,57.29801062997757,51.12375902685183,61.921863840986745,53.45541481759076,58.079268028599934,38.77592219218933,36.54618473895582,44.69652297762602,44.20047323358456,43.21399716883798,44.03699779334952,52.0962408096757,52.10351284709601,0.0,53.45541481759076,YELLOW,YELLOW,YELLOW
2021-06-18,3169.3,3038.5,130.80000000000018,5.34,188.1,5.1,5.5,1.3954248365556825,-1.4999999997524756,0.0,550.0,,,,,,,,0.0,0.0,0.0,30000.0,44870.084,24111.055,1.4956694666666668,7.3,0.0,0.0,0.0,1.8192662742502208,1.5381016710438384,0.0,2021,6,18,1,1,1,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1602.0,-1198.5,3435.4,3032.0,403.4000000000001,13.599999999999909,211.6714285714282,0.25083764460534747,0.8732985988875922,0.0,0.0,1,0.23224292400907015,-0.9726578145718654,0.40304644057760586,4.623853211009175,54.945879170249135,54.10361643955429,50.99456731912984,72.76835632324219,55.31111373439063,54.4673931912778,57.52900940151894,50.6097558229698,62.15286261252812,53.91921367206029,58.543066883069464,37.095482511537085,38.152610441767074,40.26503320872894,44.986651005527506,40.4541199005007,41.90193470491904,52.15693818966852,52.29422364176001,0.0,53.91921367206029,YELLOW,YELLOW,YELLOW
2021-06-19,,,,,,,,,,,,,,,,,,,,,,30000.0,44870.084,24111.055,1.4956694666666668,7.3,0.0,0.0,0.0,1.8192662742502208,1.5381016710438384,0.0,2021,6,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.21547731504673012,-0.976508846196619,0.3773111215058093,4.623853211009175,,,,,,,,,,,,,,,,,,52.15693818966852,52.29422364176001,0.0,,GREEN,YELLOW,YELLOW
2021-06-20,,,,,,,,,,,,,,,,,,,,,,30000.0,44870.084,24111.055,1.4956694666666668,7.3,0.0,0.0,0.0,1.8192662742502208,1.5381016710438384,0.0,2021,6,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.19864794288017112,-0.9800709131432666,0.37713766910218427,4.623853211009175,,,,,,,,,,,,,,,,,,52.15693818966852,52.29422364176001,0.0,,GREEN,YELLOW,YELLOW
2021-06-21,3169.3,3038.5,130.80000000000018,5.17,163.8,4.95,5.45,1.3954248365556825,-1.5481727572179116,0.0,550.0,,,,,,,,0.0,0.0,0.0,30000.0,44870.084,24111.055,1.4956694666666668,7.3,0.0,0.0,0.0,1.8192662742502208,1.5381016710438384,0.0,2021,6,21,1,3,3,1.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1706.0,-1200.4,3537.5,3032.0,505.5,-1.900000000000091,410.55714285714254,0.023333734381891555,0.7984288829934004,0.0,0.0,1,0.18175978759137534,-0.9833429613388902,0.40235467456060103,4.623853211009175,55.72440484918963,54.31180402919034,51.80205893909749,72.76835632324219,55.65281856674521,54.935820149775566,57.89417160161016,51.46861060522831,62.51802481261934,54.495394474036104,59.11924768504528,34.523583267763016,39.91935483870967,35.27177658463243,45.2916111963182,37.06843436613768,39.21060738236277,52.237512030764606,52.5531390239436,0.0,54.495394474036104,YELLOW,YELLOW,YELLOW
2021-06-22,3169.3,3038.5,130.80000000000018,5.18,166.3,5.0,5.4,1.3954248365556825,-1.5481727572179116,0.0,550.0,,,,,,,,0.0,0.0,0.0,30000.0,44870.084,24111.055,1.4956694666666668,7.3,0.0,0.0,0.0,1.8192662742502208,1.5381016710438384,0.0,2021,6,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1626.5,-1190.2,3468.3,3032.0,436.3000000000002,10.200000000000045,1255.542857142857,0.2034237403374645,0.8470720877769963,0.0,0.0,1,0.16481784665719793,-0.9863240225317866,0.4025595337416237,3.3913043478260874,57.41754873849801,54.97266166618232,52.98666579434189,72.76835632324219,55.759171504048766,55.46595619565183,58.390562296693396,53.117463489895115,61.78186664451948,55.082218348437756,58.47352269626384,32.28429334289042,42.570281124497996,33.93398512738997,45.37311882554228,33.74759907469878,37.68490100921034,52.334403730569655,52.81820502503676,0.0,55.082218348437756,YELLOW,YELLOW,YELLOW
2021-06-23,3169.3,3038.5,130.80000000000018,5.09,204.55,5.0,5.35,1.3954248365556825,-1.571666666404722,0.0,550.0,,,,,,,,0.0,0.0,0.0,50000.0,49520.619000000006,27031.948,0.9904123800000001,7.15422290099108,0.0,1.0,0.0,0.7663640709928606,1.3238646912058378,0.0,2021,6,23,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1707.1,-1187.6,3551.5,3032.0,519.5,2.6000000000001364,-22.057142857142935,0.09194175715770529,0.7846523110092352,0.0,0.0,1,0.14782713347053048,-0.9890132145779883,0.42691076017589596,3.3913043478260874,59.738114705754825,55.456134562890725,54.09485952475298,72.76835632324219,56.31073830231587,56.13172167273933,58.95236207718822,54.92553934260964,62.343666425014305,55.24433837276564,58.635642720591726,31.824862065177065,47.791164658634536,37.27688971623916,44.0158915046062,31.824862065177058,37.70588109534081,52.43241738543891,53.04548274156324,0.0,55.24433837276564,YELLOW,YELLOW,YELLOW
2021-06-24,3169.3,3038.5,130.80000000000018,5.1,232.97,4.9,5.4,1.3954248365556825,-1.5829145725991773,0.0,550.0,,,,,,,,0.0,0.0,0.0,50000.0,49520.619000000006,27031.948,0.9904123800000001,7.15422290099108,0.0,1.0,0.0,0.7662324636128994,1.3238646912058378,0.0,2021,6,24,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1579.9,-1356.9,3254.9,3032.0,222.9000000000001,-169.30000000000018,-45.5000000000001,-2.499007104384789,0.8646244609716366,0.0,0.0,1,0.13079267585675922,-0.9914097417023038,0.4258926514454013,3.3913043478260874,59.96899393793761,55.91419681184751,54.91725370609106,72.76835632324219,56.871675211522735,56.73526086560514,59.44134858366173,56.80256943916747,62.832652931487814,55.384619511489824,58.77592385931591,31.45226351632947,48.99598393574297,40.66498994613376,42.451644121775885,31.45226351632947,38.1896325280797,52.530788137278265,53.24495739549536,0.0,55.384619511489824,YELLOW,YELLOW,YELLOW
2021-06-25,3169.3,3038.5,130.80000000000018,5.43,225.05,5.2,5.55,1.3954248365556825,-1.5619694394631636,0.0,550.0,,,,,,,,0.0,0.0,0.0,50000.0,49520.619000000006,27031.948,0.9904123800000001,7.15422290099108,0.0,1.0,0.0,0.7662324636128994,1.3238646912058378,0.0,2021,6,25,1,3,3,2.6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1412.5,-1342.7,3101.7,3032.0,69.69999999999982,14.200000000000045,-40.77142857142868,0.26678181994940187,0.974939085526323,0.0,0.0,1,0.11371951458594969,-0.9935128947338007,0.42626282655806935,4.333333333333333,60.98021096262713,56.36951227483654,55.38871837922924,72.76835632324219,57.398382426742636,57.16048597879419,59.817091076568964,58.09800441704783,64.1504244099023,55.55012270619926,59.8834560395326,31.095142323582838,51.6,44.049874078916815,40.9605116096855,31.09514232358283,38.70184267072838,52.63035227598488,53.42734161089102,0.0,55.55012270619926,YELLOW,YELLOW,YELLOW
2021-06-26,,,,,,,,,,,,,,,,,,,,,,50000.0,49520.619000000006,27031.948,0.9904123800000001,7.15422290099108,0.0,1.0,0.0,0.7662324636128994,1.3238646912058378,0.0,2021,6,26,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.0966127018812031,-0.9953220513156602,0.40136959089556273,4.333333333333333,,,,,,,,,,,,,,,,,,52.63035227598488,53.42734161089102,0.0,,GREEN,YELLOW,YELLOW
2021-06-27,,,,,,,,,,,,,,,,,,,,,,50000.0,49520.619000000006,27031.948,0.9904123800000001,7.15422290099108,0.0,1.0,0.0,0.7662324636128994,1.3238646912058378,0.0,2021,6,27,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.07947729992362097,-0.9968366760893436,0.40201151238281424,4.333333333333333,,,,,,,,,,,,,,,,,,52.63035227598488,53.42734161089102,0.0,,GREEN,YELLOW,YELLOW
2021-06-28,3169.3,3038.5,130.80000000000018,5.46,269.1,5.25,5.5,1.3954248365556825,-1.5767918086046429,0.0,550.0,,,,,,,,0.0,0.0,0.0,50000.0,49520.619000000006,27031.948,0.9904123800000001,7.15422290099108,0.0,1.0,0.0,0.7662324636128994,1.3238646912058378,0.0,2021,6,28,1,1,1,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9017.0,-1399.3,2534.3,3032.0,-497.6999999999998,-56.59999999999991,-26.742857142857247,-0.7884525994101685,-4.1985888973667524,0.0,0.0,1,0.062318379354325076,-0.998056320853012,0.3759684699910781,4.333333333333333,59.84767988615324,56.52092002687287,55.0709957501153,72.76835632324219,57.977893219415385,57.09066666154598,59.88576639623834,59.090670838542565,64.21909972957167,55.62364135869537,59.95697469202871,34.15568844471652,48.59437751004016,47.48841161826557,39.61391190590817,31.175891859697295,39.426071794623674,52.73253074915454,53.61954862426856,0.0,55.62364135869537,YELLOW,YELLOW,YELLOW
